specimen_id,taxon_id,repository_id,catalogue_number,element,locality_id,geological_unit_id,collection_event_id,collector,collection_date,type_status,figured_status,identification_confidence,provenance_confidence,disposition_status,photograph_available,3d_available,primary_publication_id,source_url,notes
WPR-SP-0081,WPR-TAX-0070,WPR-REP-0001,81.84H/2.740,right mandible with p3–m3,WPR-LOC-0013,,,,1963-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/0da57b5c-7aee-3865-9084-a0dd5a6a3a8c/Pleistocene-giant-deer-bone/,Coygan Cave giant deer mandible; reconstructed from several pieces.
WPR-SP-0082,WPR-TAX-0066,WPR-REP-0001,81.84H/2.362,tooth fragment,WPR-LOC-0013,,,,1963-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/1b9a781b-51b8-3b2c-89f4-6e2cad8d10f7/Pleistocene-horse-tooth/content/,Coygan Cave; Museum Wales identifies Equus ferus.
WPR-SP-0083,WPR-TAX-0068,WPR-REP-0001,81.84H/2.839,lower right m3,WPR-LOC-0013,,,,1964-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/caeb2bfc-8c36-32e8-8399-6202be2574ae/Pleistocene-woolly-rhinoceros-tooth/,Coygan Cave woolly-rhinoceros tooth.
WPR-SP-0084,WPR-TAX-0068,WPR-REP-0001,81.84H/2.687,bone,WPR-LOC-0013,,,,1964-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/77299a3c-f90c-35a1-99fb-df3c1e1c761d/Pleistocene-woolly-rhinoceros-bone/,Coygan Cave; Trench 7c Spit 2.
WPR-SP-0085,WPR-TAX-0071,WPR-REP-0001,81.84H/2.231,frontal bone,WPR-LOC-0013,,,,1963-01-01,Non-type,Unknown,B,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/9f9a4538-5bf7-3a36-9628-b59ab5499616/Pleistocene-seal-bone/,Coygan Cave seal frontal.
WPR-SP-0086,WPR-TAX-0076,WPR-REP-0001,81.84H/2.673.85.3,coprolite,WPR-LOC-0013,,,,1963-01-01,Non-type,Unknown,C,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/c36a17fb-cf5d-38e2-8506-d2bb3ac27174/Pleistocene-hyaena-coprolite/,"Coygan Cave; hyaena attribution follows catalogue title, producer not identified to species."
WPR-SP-0087,WPR-TAX-0073,WPR-REP-0001,81.84H/2.1118.24,bone,WPR-LOC-0013,,,,1963-01-01,Non-type,Unknown,C,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/6884862e-135c-3407-98a4-484d7d7afb82/Pleistocene--Holocene-hare-or-rabbit-bone/,Coygan Cave; age and taxon both broad.
WPR-SP-0088,WPR-TAX-0074,WPR-REP-0001,81.84H/2.1029,microfaunal remains,WPR-LOC-0013,,,,1963-01-01,Non-type,Unknown,C,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/4d0017a8-379f-3ab9-94c8-1a1ff68e8ecf/,"Coygan Cave; Museum Wales classification: undetermined animal remains, rodent."
WPR-SP-0089,WPR-TAX-0075,WPR-REP-0001,81.84H/2.761.5,antler tine,WPR-LOC-0013,,,,1964-01-01,Non-type,Unknown,B,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/f8f2e2e3-787f-3e79-bf0e-adf12ba707ce/Pleistocene-deer-antler/,Coygan Cave deer antler tine.
WPR-SP-0090,WPR-TAX-0062,WPR-REP-0001,86.31H/3.D3960,vertebral centrum with cut marks,WPR-LOC-0045,,,,1985-01-01,Non-type,Unknown,B,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/8d0801ba-d8c1-3fb5-b2b0-c2c4751a1d91/Pleistocene-bear-bone/,Pontnewydd Cave bear vertebra; catalogue notes cut marks interpreted as skinning.
WPR-SP-0091,WPR-TAX-0061,WPR-REP-0001,86.31H/3.F1010,cranium / right maxilla with teeth,WPR-LOC-0045,,,,1985-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/84223b0f-ee6e-37f7-b39c-bdbdec709632/Pleistocene-brown-bear-bone/,"Pontnewydd Cave brown-bear cranium; reference specimen, DNA/stable-isotope work noted."
WPR-SP-0092,WPR-TAX-0068,WPR-REP-0001,94.38H/3.F4515,bone,WPR-LOC-0045,,,,1994-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/87b585d7-9d11-3228-994c-a0a4376cc0b8/Pleistocene-woolly-rhinoceros-bone/,Pontnewydd Cave; Upper Breccia.
WPR-SP-0093,WPR-TAX-0063,WPR-REP-0001,83.107H/8.D2651,left ulna,WPR-LOC-0045,,,,1983-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/5934a8d6-8370-3ad3-bd83-0c67577c4ae7/Pleistocene-wolf-bone/,Pontnewydd Cave wolf ulna; Lower Breccia.
WPR-SP-0094,WPR-TAX-0064,WPR-REP-0001,88.166H/3.D5035,astragalus,WPR-LOC-0045,,,,1988-01-01,Non-type,Unknown,B,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/f9b8108f-e811-3d2f-b6ba-dd758d0d7fe7/Pleistocene-lion-bone/,Pontnewydd Cave lion astragalus; species not asserted.
WPR-SP-0095,WPR-TAX-0062,WPR-REP-0001,94.38H/3.H2332,bone in concretion,WPR-LOC-0045,,,,1994-01-01,Non-type,Unknown,B,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/fd68bcdf-334a-3917-ac57-401604610b44,Pontnewydd Cave bear bone.
WPR-SP-0096,WPR-TAX-0065,WPR-REP-0001,94.38H/3.F4758,bone,WPR-LOC-0045,,,,1994-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/0525ae01-bced-3875-9517-0f362505e437/Pleistocene-red-fox-bone/,Pontnewydd Cave red-fox bone; Upper Breccia-Silt Bed Matrix.
WPR-SP-0097,WPR-TAX-0066,WPR-REP-0001,81.5H/7.B314,tooth in concretion,WPR-LOC-0045,,,,1980-01-01,Non-type,Unknown,B,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/6fbdca21-952b-38a4-b9c0-09cbfb676c58/,Pontnewydd Cave horse tooth; Upper Breccia.
WPR-SP-0098,WPR-TAX-0067,WPR-REP-0001,87.93H/2.D4624,tooth,WPR-LOC-0045,,,,1987-01-01,Non-type,Unknown,B,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/7a888179-2143-3302-9b8e-8165986709ab/,Pontnewydd Cave bison tooth; reference specimen.
WPR-SP-0099,WPR-TAX-0069,WPR-REP-0001,87.93H/2.D4550,tooth fragment,WPR-LOC-0045,,,,1987-01-01,Non-type,Unknown,B,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/308bb9ff-68ad-3fcb-a2ac-f3b8946c3bfa/Pleistocene-rhinoceros-tooth/,Pontnewydd Cave; Museum Wales classification 'Merck's rhinoceros' retained without modern species assignment.
WPR-SP-0100,WPR-TAX-0063,WPR-REP-0001,24.94/2.46,right mandible with premolars and m1,WPR-LOC-0046,,,,1912-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/71321711-911d-3bd2-976d-aa9e02d0d71e/,Paviland Cave wolf mandible; DNA analysis noted.
WPR-SP-0101,WPR-TAX-0063,WPR-REP-0001,24.94/2.54,upper left canine,WPR-LOC-0046,,,,1912-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/7f675104-e7f6-3c02-9434-df665f887a35/Pleistocene-wolf-tooth/,Paviland Cave wolf canine.
WPR-SP-0102,WPR-TAX-0060,WPR-REP-0001,83.107H/5.D1740&D1741,right maxilla fragment with molars,WPR-LOC-0045,,,,1982-01-01,Non-type,Yes,A,A,Museum accessioned,Yes,Unknown,,https://museum.wales/collections/online/object/627c8e9b-40ee-3a8d-bac8-0c063363c480/Lower-Palaeolithic-Neanderthal-maxilla/,Pontnewydd Cave juvenile Neanderthal maxilla; Museum Wales states c.230 ka.
WPR-SP-0103,WPR-TAX-0060,WPR-REP-0001,86.31H/1.D3970,premolar,WPR-LOC-0045,,,,1985-01-01,Non-type,Yes,A,A,Museum accessioned,Yes,Unknown,,https://museum.wales/collections/online/object/4c6e942d-262b-3daa-9410-5c92638519a7/Lower-Palaeolithic-Neanderthal-premolar/,Pontnewydd Cave Neanderthal premolar.
WPR-SP-0104,WPR-TAX-0060,WPR-REP-0001,86.31H/1.D4029,molar,WPR-LOC-0045,,,,1985-01-01,Non-type,Yes,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/2933755f-735c-3e26-b74d-ad72dc1ead21/Lower-Palaeolithic-Neanderthal-molar/,Pontnewydd Cave Neanderthal molar.
WPR-SP-0105,WPR-TAX-0060,WPR-REP-0001,88.166H/1.D4843,molar,WPR-LOC-0045,,,,1988-01-01,Non-type,Yes,A,A,Museum accessioned,Yes,Unknown,,https://museum.wales/collections/online/object/d437e247-a887-334b-898d-5669be4f9af3/Lower-Palaeolithic-Neanderthal-molar/,Pontnewydd Cave Neanderthal molar.
WPR-SP-0106,WPR-TAX-0060,WPR-REP-0001,83.107H/7.D2261,premolar,WPR-LOC-0045,,,,1983-01-01,Non-type,Yes,A,A,Museum accessioned,Yes,Unknown,,https://museum.wales/collections/online/object/447f5b7d-48d0-34a1-bbe0-c09d1be5e513/Lower-Palaeolithic-Neanderthal-tooth/,Pontnewydd Cave Neanderthal premolar.
WPR-SP-0107,WPR-TAX-0060,WPR-REP-0001,95.35H/1.F5523,tooth crown,WPR-LOC-0045,,,,1995-01-01,Non-type,Yes,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/6b0269db-f561-3db5-a5af-c65835fd0483/Lower-Palaeolithic-Neanderthal-tooth/,Pontnewydd Cave Neanderthal tooth.
WPR-SP-0108,WPR-TAX-0060,WPR-REP-0001,95.35H/1.H2942,tooth crown,WPR-LOC-0045,,,,1995-01-01,Non-type,Yes,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/85f51620-31fe-3701-b473-7fb221ff77c8/Lower-Palaeolithic-Neanderthal-tooth/,Pontnewydd Cave Neanderthal tooth.
WPR-SP-0109,WPR-TAX-0060,WPR-REP-0001,95.35H/1.F6095,tooth crown,WPR-LOC-0045,,,,1995-01-01,Non-type,Yes,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/957ed365-28ba-3a23-82d5-c309c18b76f0/Lower-Palaeolithic-Neanderthal-tooth/,Pontnewydd Cave Neanderthal tooth.
WPR-SP-0110,WPR-TAX-0060,WPR-REP-0001,83.107H/9.D2069,molar fragment,WPR-LOC-0045,,,,1982-01-01,Non-type,Yes,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/c736bbef-d27d-3473-be73-99c509605e85/Lower-Palaeolithic-Neanderthal-molar/,Pontnewydd Cave heavily worn Neanderthal molar fragment.
WPR-SP-0111,WPR-TAX-0060,WPR-REP-0001,93.40H/1.F3577,molar,WPR-LOC-0045,,,,1993-01-01,Non-type,Yes,A,A,Museum accessioned,Yes,Unknown,,https://museum.wales/collections/online/object/fe045ee8-6a2f-3926-b4b2-5f456e53d491/Lower-Palaeolithic-Neanderthal-molar/,Pontnewydd Cave Neanderthal molar.
WPR-SP-0112,WPR-TAX-0060,WPR-REP-0001,93.40H/1.F3346&F3597,two joining molar fragments,WPR-LOC-0045,,,,1993-01-01,Non-type,Yes,A,A,Museum accessioned,Unknown,Unknown,,https://museum.wales/collections/online/object/235ef1bf-b619-34fe-89b6-285b716c8674/Lower-Palaeolithic-Neanderthal-molar/,Pontnewydd Cave Neanderthal molar.
WPR-SP-0113,WPR-TAX-0027,WPR-REP-0002,PV M 23447,canine,WPR-LOC-0010,WPR-GEO-0012,,Professor Kenneth A. Kermack,1955-01-01,Non-type,Unknown,A,A,Museum accessioned,Unknown,Unknown,,https://data.nhm.ac.uk/dataset/collection-specimens/resource/05ff2255-c38a-40c9-b657-4ccb55ab2feb/record/568726,NHMUK Morganucodon from Pant Quarry 2; catalogue description: canine.
WPR-SP-0114,WPR-TAX-0077,WPR-REP-0002,PV M 26368,postcranial bone,WPR-LOC-0039,WPR-GEO-0038,,,,Non-type,Unknown,A,A,Museum accessioned,Yes,Unknown,,https://data.nhm.ac.uk/dataset/collection-specimens/resource/05ff2255-c38a-40c9-b657-4ccb55ab2feb/record/4376762,NHMUK currently determines this Pontalun 3 specimen as Eozostrodon parvus; earlier determination history includes Morganucodon.
WPR-SP-0115,WPR-TAX-0078,WPR-REP-0002,PV RUP24,"associated partial juvenile skeleton including skull, cervical series and pectoral elements",WPR-LOC-0009,WPR-GEO-0011,,,,Holotype,Yes,A,A,Museum accessioned,Unknown,Yes,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12881877/,Pantydraco caducus holotype from Pant-y-ffynnon; current literature uses NHMUK PV RUP24.
WPR-SP-0116,WPR-TAX-0079,WPR-REP-0002,PV R37014,partial skull / maxillary material,WPR-LOC-0009,WPR-GEO-0011,,,,Holotype,Yes,A,A,Museum accessioned,Unknown,Yes,,https://onlinelibrary.wiley.com/doi/10.1111/pala.12493,Clevosaurus cambrica from Pant-y-ffynnon; specimen used in digital 3D segmentation studies.
WPR-SP-0117,WPR-TAX-0080,WPR-REP-0005,SM A 1050,,WPR-LOC-0028,WPR-GEO-0030,,,,Lectotype,Yes,A,A,Museum accessioned,Yes,Unknown,,https://www.3d-fossils.ac.uk/fossilType.cfm?typSampleId=20000153,"GB3D Sedgwick lectotype from Porthyrhaw, St Davids."
WPR-SP-0118,WPR-TAX-0081,WPR-REP-0005,SM A 40563,,WPR-LOC-0047,WPR-GEO-0039,,,,Syntype,Yes,A,A,Museum accessioned,Yes,Unknown,,https://www.3d-fossils.ac.uk/fossilType.cfm?typSampleId=20001929,GB3D Sedgwick syntype from Bala.
WPR-SP-0119,WPR-TAX-0082,WPR-REP-0005,SM A 20938,,WPR-LOC-0048,WPR-GEO-0040,,W.G. Fearnsides,,Paratype,Yes,B,A,Museum accessioned,Yes,Unknown,,https://www.3d-fossils.ac.uk/fossilType.cfm?typSampleId=20001344,GB3D Sedgwick paratype; historical varietal name retained.
WPR-SP-0120,WPR-TAX-0083,WPR-REP-0005,SM A 14980,part and counterpart,WPR-LOC-0049,,,,,Syntype,Yes,A,A,Museum accessioned,Yes,Unknown,,https://www.3d-fossils.ac.uk/fossilType.cfm?typSampleId=20001006,GB3D Sedgwick syntype from Upper Slade.
WPR-SP-0121,WPR-TAX-0084,WPR-REP-0005,SM A 21887,,WPR-LOC-0050,WPR-GEO-0041,,,,Syntype,Yes,B,A,Museum accessioned,Yes,Unknown,,https://www.3d-fossils.ac.uk/fossilType.cfm?typSampleId=20001415,GB3D Sedgwick syntype; historical varietal name retained.
WPR-SP-0122,WPR-TAX-0085,WPR-REP-0005,SM A 42696,,WPR-LOC-0051,WPR-GEO-0039,,,,Lectotype,Yes,A,A,Museum accessioned,Yes,Unknown,,https://www.3d-fossils.ac.uk/fossilType.cfm?typSampleId=20002023,GB3D Sedgwick lectotype from Pont y Glyn.
WPR-SP-0123,WPR-TAX-0086,WPR-REP-0005,SM A 19207,part and counterpart,WPR-LOC-0052,WPR-GEO-0042,,Henry Hicks,,Holotype,Yes,A,A,Museum accessioned,Yes,Unknown,,https://www.3d-fossils.ac.uk/fossilType.cfm?typSampleId=20001284,GB3D Sedgwick holotype from Abereiddy Bay.
WPR-SP-0124,WPR-TAX-0087,WPR-REP-0005,SM A 50668,part and counterpart,WPR-LOC-0053,WPR-GEO-0043,,,,Holotype,Yes,A,A,Museum accessioned,Yes,Unknown,,https://www.3d-fossils.ac.uk/fossilType.cfm?typSampleId=20002136,GB3D Sedgwick holotype from basal Sholeshook Limestone.
WPR-SP-0125,WPR-TAX-0088,WPR-REP-0005,SM A 44493,part and counterpart,WPR-LOC-0054,WPR-GEO-0044,,,,Holotype,Yes,A,A,Museum accessioned,Yes,Unknown,,https://www.3d-fossils.ac.uk/fossilType.cfm?typSampleId=20002005,"GB3D Sedgwick holotype from Long Plantation Railway Cutting, Scolton."
